;dlwrf_s1_1;dlwrf_s2_1;dlwrf_s3_1;dlwrf_s4_1;dlwrf_s5_1;dswrf_s1_1;dswrf_s2_1;dswrf_s3_1;dswrf_s4_1;dswrf_s5_1;pres_ms1_1;pres_ms2_1;pres_ms3_1;pres_ms4_1;pres_ms5_1;pwat_ea1_1;pwat_ea2_1;pwat_ea3_1;pwat_ea4_1;pwat_ea5_1;spfh_2m1_1;spfh_2m2_1;spfh_2m3_1;spfh_2m4_1;spfh_2m5_1;tmin_2m1_1;tmin_2m2_1;tmin_2m3_1;tmin_2m4_1;tmin_2m5_1;tmp_sfc1_1;tmp_sfc2_1;tmp_sfc3_1;tmp_sfc4_1;tmp_sfc5_1;ulwrf_s1_1;ulwrf_s2_1;ulwrf_s3_1;ulwrf_s4_1;ulwrf_s5_1;ulwrf_t1_1;ulwrf_t2_1;ulwrf_t3_1;ulwrf_t4_1;ulwrf_t5_1;uswrf_s1_1;uswrf_s2_1;uswrf_s3_1;uswrf_s4_1;uswrf_s5_1;dlwrf_s1_2;dlwrf_s2_2;dlwrf_s3_2;dlwrf_s4_2;dlwrf_s5_2;dswrf_s1_2;dswrf_s2_2;dswrf_s3_2;dswrf_s4_2;dswrf_s5_2;pres_ms1_2;pres_ms2_2;pres_ms3_2;pres_ms4_2;pres_ms5_2;pwat_ea1_2;pwat_ea2_2;pwat_ea3_2;pwat_ea4_2;pwat_ea5_2;spfh_2m1_2;spfh_2m2_2;spfh_2m3_2;spfh_2m4_2;spfh_2m5_2;tmin_2m1_2;tmin_2m2_2;tmin_2m3_2;tmin_2m4_2;tmin_2m5_2;tmp_sfc1_2;tmp_sfc2_2;tmp_sfc3_2;tmp_sfc4_2;tmp_sfc5_2;ulwrf_s1_2;ulwrf_s2_2;ulwrf_s3_2;ulwrf_s4_2;ulwrf_s5_2;ulwrf_t1_2;ulwrf_t2_2;ulwrf_t3_2;ulwrf_t4_2;ulwrf_t5_2;uswrf_s1_2;uswrf_s2_2;uswrf_s3_2;uswrf_s4_2;uswrf_s5_2;dlwrf_s1_3;dlwrf_s2_3;dlwrf_s3_3;dlwrf_s4_3;dlwrf_s5_3;dswrf_s1_3;dswrf_s2_3;dswrf_s3_3;dswrf_s4_3;dswrf_s5_3;pres_ms1_3;pres_ms2_3;pres_ms3_3;pres_ms4_3;pres_ms5_3;pwat_ea1_3;pwat_ea2_3;pwat_ea3_3;pwat_ea4_3;pwat_ea5_3;spfh_2m1_3;spfh_2m2_3;spfh_2m3_3;spfh_2m4_3;spfh_2m5_3;tmin_2m1_3;tmin_2m2_3;tmin_2m3_3;tmin_2m4_3;tmin_2m5_3;tmp_sfc1_3;tmp_sfc2_3;tmp_sfc3_3;tmp_sfc4_3;tmp_sfc5_3;ulwrf_s1_3;ulwrf_s2_3;ulwrf_s3_3;ulwrf_s4_3;ulwrf_s5_3;ulwrf_t1_3;ulwrf_t2_3;ulwrf_t3_3;ulwrf_t4_3;ulwrf_t5_3;uswrf_s1_3;uswrf_s2_3;uswrf_s3_3;uswrf_s4_3;uswrf_s5_3;dlwrf_s1_4;dlwrf_s2_4;dlwrf_s3_4;dlwrf_s4_4;dlwrf_s5_4;dswrf_s1_4;dswrf_s2_4;dswrf_s3_4;dswrf_s4_4;dswrf_s5_4;pres_ms1_4;pres_ms2_4;pres_ms3_4;pres_ms4_4;pres_ms5_4;pwat_ea1_4;pwat_ea2_4;pwat_ea3_4;pwat_ea4_4;pwat_ea5_4;spfh_2m1_4;spfh_2m2_4;spfh_2m3_4;spfh_2m4_4;spfh_2m5_4;tmin_2m1_4;tmin_2m2_4;tmin_2m3_4;tmin_2m4_4;tmin_2m5_4;tmp_sfc1_4;tmp_sfc2_4;tmp_sfc3_4;tmp_sfc4_4;tmp_sfc5_4;ulwrf_s1_4;ulwrf_s2_4;ulwrf_s3_4;ulwrf_s4_4;ulwrf_s5_4;ulwrf_t1_4;ulwrf_t2_4;ulwrf_t3_4;ulwrf_t4_4;ulwrf_t5_4;uswrf_s1_4;uswrf_s2_4;uswrf_s3_4;uswrf_s4_4;uswrf_s5_4;salida
462;340,5325567;332,847143;336,8334989;349,8340121;347,6667175;0;150,9090909;419,9090909;874,5454545;674,7272727;101772,3253;101907,9837;101895,0419;101655,7358;101601,7322;24,42206712;24,16363647;23,33636336;22,74545444;21,60000003;0,009810909;0,009084546;0,008426733;0,008095975;0,007682049;287,2936068;287,1769326;287,1724077;294,8194192;294,3463579;286,4202603;293,0884538;302,2316673;302,7168496;294,5152255;388,6760587;395,3602517;421,7867376;480,1899664;466,6453469;223,2483826;242,4815549;246,5912587;252,2498946;249,1560711;0;35,36363636;82,09090909;154;126,9090909;338,805284;310,0289612;316,3789534;337,1976485;336,5758084;0;166,3636364;434,5454545;872,7272727;668,7272727;101891,3217;102072,6974;102036,6271;101794,6754;101724,147;21,94934013;21,13636364;20,56363661;20,60909098;19,8090907;0,007467273;0,00665091;0,006682188;0,007077793;0,006912048;286,211792;285,4769315;285,4905895;293,5830494;293,4099926;285,565721;291,0339078;300,8589422;301,5168568;293,4788624;389,7669678;384,9966153;411,6958285;472,1899664;459,4635287;186,5211098;250,0270094;252,2276209;246,8862596;236,8833452;0;41,36363636;90,54545455;161,1818182;131,5454545;318,3507385;290,4835066;300,2880443;323,9249212;323,3939903;0;178,1818182;452;878,1818182;675,8181818;102074,4773;102168,5661;102123,6676;101889,2358;101824,0014;19,01297639;18,67272724;18,20909067;17,62727287;16,32727294;0,00612;0,005837273;0,005842188;0,005992339;0,005701139;283,5117853;283,0042059;283,0087752;292,3921426;291,9372614;282,9748147;290,324818;300,3316734;300,6804921;292,0061368;376,4942405;375,0875244;405,5140103;467,7354209;453,6453469;186,7938371;251,1179185;256,7730768;258,0680736;244,1560711;0;48,81818182;100,8181818;171,5454545;140,2727273;298,0780113;280,847143;287,1062261;302,743103;301,2121721;0;180;457,7272727;889,0909091;693;102233,8679;102243,4595;102213,5732;101979,7947;101907,6967;17,0220675;15,73636384;14,29090907;12,98181829;12,27272719;0,005273636;0,00504091;0,004598551;0,004415066;0,004509321;281,5572427;281,2223844;281,2178622;290,9830572;290,4736273;280,7475392;289,4884533;299,0225775;299,3441245;290,6243175;361,5851496;367,3602517;398,6958285;459,1899664;445,6453469;192,6120189;241,572464;252,3185314;271,2498918;265,9742515;0;48;99,45454545;169,0909091;141,4545455;23265300
463;299,613628;293,5195091;303,1136391;341,7539479;344,5391596;0;161,8181818;425,7272727;766,3636364;561,9090909;102000,3018;102096,7891;101931,1555;101707,4723;101606,6932;16,76077028;16,56363661;18,38181842;21,14545475;22,90909091;0,004634563;0,005044182;0,005509091;0,006031818;0,006441818;283,3167364;283,0321461;283,0288641;291,7625732;291,6377536;282,7171159;289,6627891;298,7430337;298,4792564;291,9115157;370,4764377;373,8963845;401,2454723;454,42903;443,1372514;191,575291;190,7127741;192,8957714;173,5825625;163,8883084;0;35,81818182;82,81818182;133,6363636;100,2727273;292,8863553;284,7922363;294,3863664;327,935766;332,9937051;0;165,4545455;432,6363636;797,2727273;585,3636364;102159,2124;102228,1932;102064,218;101815,4581;101723,0874;15,28804328;15,39090919;16,30909061;19,16363612;20,91818168;0,004850017;0,005277818;0,005276364;0,005442727;0,005653636;282,2076444;281,8594249;281,8470542;290,6353038;290,6313893;281,6807556;288,5991544;297,6884821;297,724712;291,1296997;364,0218922;368,0782027;395,6091087;449,3381209;438,0463423;175,8480183;197,9855014;199,8048623;180,4007444;171,7973993;0;40,36363636;89;146,7272727;110,7272727;279,3409008;279,7013272;289,3863664;317,935766;321,7209778;0;152,7272727;412,5454545;807,2727273;603,4545455;102306,7322;102319,8459;102141,2372;101893,1754;101806,4893;12,76986148;13,23636358;13,95454545;16,30909087;18,82727276;0,004810017;0,004762364;0,004790909;0,004991818;0,005174545;280,5985551;280,3139704;280,3288685;289,4262113;289,3986622;279,9807545;287,2082409;296,6884877;297,3247154;290,175157;354,840074;360,441839;388,2454723;445,3381209;434,4099787;180,3025638;166,4400468;172,3503168;185,7643807;179,1610357;0;36,90909091;87,18181818;156,8181818;121,3636364;267,613628;271,9740545;283,02273;316,2084933;320,8118869;0;141,8181818;370,6363636;703,6363636;512;102426,6158;102415,1328;102204,3636;101966,907;101879,4936;10,27895217;10,38181825;11,67272724;13,53636369;16,99090906;0,004214563;0,003956909;0,00399;0,004394545;0,004886364;278,7258273;278,4866971;278,492501;287,6262124;287,4813926;277,9353;285,8446017;294,6248474;295,34289;288,2115201;346,1128013;352,5327481;379,4272905;433,0653936;422,5917969;196,1207456;147,5309559;143,6230441;139,2189262;139,433763;0;31;73,36363636;130,5454545;96,27272727;21837900
464;325,8366366;331,1024614;335,0179249;369,8376659;368,7385476;0;101,8181818;367,3636364;660;496,5454545;101709,9993;101726,2727;101493,8771;101127,6683;101056,7173;19,32436301;21,42580587;25,23636367;26,95454511;29,52727266;0,005845994;0,006040909;0,008323636;0,009747273;0,010184057;284,683333;284,7846707;284,7892789;293,8215498;292,0774009;283,7715399;289,7361672;300,391904;300,294367;291,7727328;374,9320068;380,3411172;409,5350786;459,8272733;447,5936002;250,1989843;237,918249;229,447396;188,5224609;176,3320784;0;23,09090909;70,27272727;113,9090909;88;336,4730003;339,738825;343,108834;358,8376659;365,9203658;0;65,45454545;245,5454545;674,5454545;456,0909091;101764,223;101806,3295;101595,1996;101237,6179;101154,5753;19,67890843;20,02580573;21,30909105;26,20909101;29,48181811;0,005483267;0,005969091;0,006550909;0,008467273;0,010023148;284,2742365;284,5846696;284,5892695;292,4851851;291,4492215;283,4169894;287,8725336;299,1737227;298,2398238;291,3454645;375,2047341;377,3411172;396,7168968;458,6454551;443,5026911;240,0171661;246,7364308;241,7201233;184,1588246;167,7866239;0;15;47,18181818;121,5454545;82,72727273;321,6548184;310,5570068;315,0179249;335,6558477;347,9203658;0;146,3636364;406,3636364;823,6363636;552,4545455;101793,9837;101794,723;101623,4027;101323,7841;101224,4027;18,26981753;18,38944227;19,29090899;21,06363643;25,67272706;0,004595994;0,005563636;0,00611;0,007126364;0,008502239;282,5742437;282,7119501;282,7256386;292,0397311;291,222856;281,2533569;289,954354;299,1919056;299,6307262;291,2363697;365,7501887;373,7956626;401,989624;461,554546;445,8663275;240,1989843;253,372793;255,8110338;224,9770064;190,7866239;0;37,63636364;87,81818182;158,7272727;107,1818182;306,200273;280,0115523;292,0179249;325,2922114;333,7385476;0;186,3636364;460,3636364;866,3636364;631,2727273;101799,6286;101721,2557;101527,8253;101270,6513;101166,3913;15,68799929;15,68035117;17,20909084;18,9636364;20,04545472;0,004233267;0,004958182;0,006249091;0,006728182;0,007094057;281,5287809;281,3574025;281,3620051;292,6124628;292,0528537;279,9988126;289,7634388;299,3009976;300,030734;292,1000089;359,2956432;366,8865717;399,0805331;461,9181824;449,1390547;237,0171661;255,009158;259,3564883;252,5224609;217,4229875;0;49,81818182;99,27272727;162,9090909;121,7272727;13801200
465;353,7474532;345,8181152;344,12854;337,3836226;337,550121;0;127,2727273;393,3636364;907,2727273;702,8181818;101221,152;101217,9979;101085,1349;100849,1626;100727,4631;23,92501484;21,93636357;19,65023336;18,71818178;18,92422208;0,009766384;0,010010332;0,009296364;0,00811227;0,00787206;286,4562128;286,5354697;286,5496965;293,8070318;293,8065574;286,2150491;291,7595576;300,5187128;300,8930109;294,4751698;382,0628107;390,661524;414,984941;467,679854;457,4458313;165,3871696;214,0539149;242,9965432;282,3399214;281,712702;0;28;75,63636364;160,1818182;133,4545455;353,3838168;353,3635698;357,5830855;352,747259;345,7319391;0;97,27272727;281,7272727;759,0909091;617,0909091;101238,7805;101234,3608;101128,4524;100885,5419;100754,576;24,3341061;23,55454532;22,62296052;21,75454556;21,24240424;0,009334566;0,009823968;0,009865455;0,009369543;0,009127515;285,887121;285,962738;285,9505976;292,1233937;292,1183721;285,6877774;290,5595564;297,1096219;298,5202803;293,029713;379,6082653;387,2069785;405,7122137;450,7707631;443,5367404;153,1144423;176,7811876;211,8147264;246,2490123;247,8036124;0;19,81818182;53,90909091;139,8181818;122,0909091;358,8383623;361,8181152;367,8558128;369,5654408;359,4592119;0;57,27272727;147,1818182;436,3636364;392,7272727;101283,5518;101276,0916;101209,9197;100974,7202;100894,8239;24,22501512;23,01818189;22,63205147;22,21818161;22,58785872;0,008544566;0,009156695;0,00962;0,009755906;0,00959206;284,7580289;284,8354659;284,837874;289,1797596;289,1192849;284,8423129;288,0777394;291,4550781;294,2384588;290,1115334;375,5173562;379,5706149;390,8031228;419,4980358;417,9003768;143,3871696;161,7811876;182,7238173;242,5217396;240,0763397;0;10,54545455;27,72727273;83,54545455;80,45454545;344,3838168;353,0908425;357,12854;366,0199862;357,7319391;0;50;192,1818182;440;379,0909091;101337,2095;101317,125;101233,2493;101030,3565;100969,733;24,24319701;22,94545451;21,99568783;21,5727272;22,01513134;0,00783002;0,00829215;0,009130909;0,009341361;0,009233879;283,8562095;283,7809199;283,7942366;288,7361256;288,4683727;283,9786849;286,5322848;292,3278004;293,2111927;289,1569907;371,6082653;372,4797058;386,984941;417,4071267;413,9912858;146,2053514;154,7811876;170,0874537;218,9762851;226,4399761;0;9,454545455;35,36363636;80,81818182;73,54545455;10614900
466;310,0354087;301,3423295;308,5595564;334,9107028;332,7785228;0;192,7272727;477,7272727;881,8181818;693,3636364;100985,7983;101082,8558;101067,6129;100897,2472;100860,2486;21,72734815;19,06720127;17,18834634;17,29619685;16,83677214;0,008168182;0,008442621;0,007822133;0,007952756;0,008067273;284,6490368;284,5596147;284,5455988;293,3264188;293,126906;283,9884089;291,6150651;299,8481473;300,158783;293,5063088;372,7164751;383,4192394;410,1920194;462,7475669;452,936099;241,9398582;257,5592374;266,2278248;283,3780101;283,4377719;0;48,18181818;96,63636364;155,8181818;132,3636364;334,8535905;302,4332386;316,5595564;349,4561573;342,5057956;0;188,1818182;419,9090909;748,1818182;617,1818182;100998,0021;101062,5938;101067,3374;100907,108;100842,358;21,95462053;19,87629214;19,87016452;19,20528793;18,28222691;0,008414545;0,008334439;0,008586678;0,008413665;0,008205455;284,421764;284,2505299;284,2456027;292,0264199;292,0178139;283,8975053;290,6150651;296,9845137;299,149697;293,6063121;375,4437478;380,1465121;403,0102012;449,5657487;445,4815535;217,2125854;257,1956024;262,0460066;271,3780101;275,1650446;0;48,54545455;88,36363636;137,3636364;123,2727273;332,2172269;318,9786932;330,6504655;340,1834301;334,960341;0;148,1818182;333,7272727;789,0909091;644,1818182;101013,304;101078,5646;101098,1001;100894,8317;100821,397;22,0455298;21,23992851;19,74289131;18,95074237;18,00040835;0,007935455;0,008168075;0,008451223;0,007917301;0,00795;283,603585;283,5323486;283,5365157;290,7809642;290,7723583;283,024772;288,8877924;295,6390603;299,9678789;293,4517573;367,1710205;374,7828758;394,1920194;451,0202942;446,6633717;201,3944036;243,7410556;250,0460094;270,9234647;275,0741355;0;38;71,27272727;152,9090909;135,5454545;343,308136;333,1605114;324,2868292;328,3652482;326,960341;0;130;406,1818182;859,0909091;674,7272727;101109,4943;101136,6591;101093,0959;100857,1605;100795,1428;20,8455299;18,71265585;17,83380075;17,7961972;17,05495401;0,007626364;0,007492621;0,007750314;0,007073665;0,00713;282,8854037;282,8868908;282,8910606;290,9627852;290,9723622;282,7975075;288,0877963;298,5117853;299,8951499;293,4244967;363,7164751;370,5101485;396,5556557;460,1112033;451,3906444;216,3034945;239,8319647;251,4096458;275,4689192;276,8014082;0;30,54545455;83,18181818;160,9090909;136,6363636;8971500
467;295,2019154;295,6066451;309,4124589;338,3874151;338,0911172;0;200,9090909;488,6363636;920;720,5454545;101288,255;101438,0824;101387,3182;101096,0213;100954,6484;14,44477896;15,47474558;16,74969482;17,49639043;18,24264006;0,007153636;0,007866364;0,007186757;0,007208182;0,007695455;283,4057589;283,3200295;283,3059276;295,278054;295,2145802;281,3337929;295,3929554;304,7056857;304,0247553;295,5434265;360,5441201;386,3970781;428,3751415;490,4544955;475,4750477;264,2346469;269,9473627;280,1513062;296,8561263;293,9180131;0;52;100;163,0909091;137,4545455;297,0200972;298,1520996;310,7760953;337,8419606;337,5456626;0;200;482,6363636;910;711,4545455;101275,353;101409,4702;101376,1328;101114,7841;100949,5284;15,89023347;17,0747457;18,23151294;19,15093595;18,25173049;0,007220909;0,007549091;0,007137666;0,007312727;0,007804545;284,0966658;284,1745744;284,1695695;295,4689636;295,3054921;282,0338024;294,4565957;303,0602306;303,0065724;294,8525196;361,453211;386,0334417;421,8296869;482,7272228;469,0205023;262,2346469;263,5837264;271,4240334;289,2197626;288,0089222;0;53,72727273;102,9090909;168,0909091;141,8181818;292,6564608;292,6975542;300,9579135;326,5692333;327,4547535;0;200;481,1818182;902,7272727;705,0909091;101277,2138;101451,5362;101426,5618;101163,8452;100984,2777;16,07205157;16,50201815;17,41333095;19,10548175;18,47900373;0,006239091;0,006539091;0,00657403;0,006917273;0,00744;283,3784846;284,4382102;284,4332026;293,659876;293,5327648;282,161069;291,9747786;300,5965965;301,2247509;293,3161566;359,453211;380,9425326;410,6478688;469,7272228;457,6568659;257,1437378;257,22009;263,5149425;275,4924899;276,1907404;0;56;107,9090909;175,6363636;147,8181818;287,838279;278,6975542;285,4124589;316,0237787;320,2729353;0;200;481,1818182;876,3636364;671,6363636;101397,1839;101557,5447;101494,8814;101209,8984;101022,4908;14,57205166;14,25656353;15,28605834;17,72366333;18,85173087;0,005359091;0,004566364;0,004901303;0,00583;0,006552727;283,5239452;283,1382113;283,1241122;291,205325;291,2054887;282,0792542;289,0929565;298,2875033;299,1338473;291,7616106;359,9077565;370,7607144;398,1933233;456,2726773;444,9295932;256,5073742;253,1291837;257,969488;245,4015808;238,6452873;0;54,27272727;104,1818182;164,7272727;134,0909091;22868400
468;332,1045199;340,5566212;363,2314842;364,2543612;355,6133367;0;124,5454545;229,6363636;823,6363636;672,4545455;101085,1932;101008,4311;100892,2862;100585,9474;100402,4268;22,64052252;22,44244749;21,65424624;18,80909139;14,56363643;0,009315454;0,010787273;0,011384545;0,008583636;0,007376364;286,5610435;286,5096685;286,5219671;295,0387435;295,0313055;285,6957259;291,7734098;297,8346696;304,0590543;296,897017;384,0237954;391,76292;408,2280606;476,1484347;471,0090388;185,8644035;263,2703414;266,8575079;286,1919833;288,9992287;0;28,72727273;43,90909091;145,1818182;129,0909091;344,6499745;317,5566212;341,5042114;360,6179976;353,7951549;0;190;359,5454545;818,1818182;667;101031,1051;100934,3942;100811,0092;100480,9695;100270,7507;22,43143186;21,66062893;21,19970062;19,36363654;15,89090928;0,009053636;0,010262727;0,010660909;0,008488182;0,007479091;286,3519565;286,1096746;286,103782;295,1114696;295,1131287;285,6502686;292,6006858;298,534668;303,4408708;296,7879306;384,3874318;390,4901928;412,5007879;472,8757075;468,1908569;156,5007671;258,2703414;265,3120519;284,1919833;286,5446833;0;48,36363636;75,63636364;150,9090909;133,8181818;336,4681563;313,8293485;339,1405751;352,7089067;347,0678822;0;181,8181818;335,4545455;807,2727273;659,9090909;100982,0646;100904,6882;100753,255;100428,348;100203,3317;22,34052242;20,55153812;20,29060988;19,65454552;16,63636338;0,008444545;0,009611818;0,009957273;0,008277273;0,007846364;285,1883157;284,9005793;284,9128723;293,7842019;293,7858498;284,668457;291,3097756;297,5528509;302,2135953;296,2424788;376,3874318;384,2174655;405,3189697;465,3302529;461,8272206;153,9553126;243,0885246;255,584782;279,919256;282,7265015;0;47,72727273;73,27272727;156,6363636;139;329,5590654;337,9202576;352,8678478;347,0725431;338,5224276;0;89,09090909;191,5454545;692,7272727;598,8181818;100999,5142;100927,1108;100787,2173;100500,3651;100411,8303;22,7950677;21,4242656;19,61788247;18,96363622;19,77272745;0,00753;0,0087;0,009568182;0,008775455;0,008838182;283,7428589;283,6914923;283,6765164;290,3114735;290,2131264;283,3775413;287,7461381;293,2801236;299,6590493;292,1970243;369,4783408;373,9447382;388,5007879;443,0575256;441,8272206;150,2280398;173,8157973;206,4938687;268,6465288;272,9992287;0;18;36,63636364;130,4545455;122,6363636;16109100
469;305,0195562;326,4644664;326,7773632;324,1704629;324,1542164;0;130;370,1818182;827,2727273;626,7272727;101244,0788;101582,2159;101571,3295;101446,9176;101431,6797;22,76247996;21,21818213;20,29999976;20,35454577;18,93636357;0,007618519;0,006441853;0,006159609;0,006420042;0,006093913;285,2323386;284,4657815;284,4397611;287,7494035;286,6136086;285,0141768;287,4610402;294,6310175;295,1870755;287,6537864;385,0706399;378,1934176;392,56968;434,1043063;422,1576899;264,1194846;248,9446383;251,571321;259,441993;257,4154372;0;28,63636364;70;145,0909091;117;328,7468289;332,1008301;331,0500904;322,3522811;327,5178528;0;96,36363636;281,2727273;765,4545455;558,2727273;101459,6357;101768,3104;101737,3153;101615,2188;101620,2457;21,46248002;20,50909077;20,31818199;20,09999986;18,15454596;0,006609428;0,005317307;0,005604154;0,005912769;0,005623004;283,5505177;282,0839566;282,0852079;285,8148637;284,9708779;283,7687267;284,5428578;290,7401123;292,5416149;285,8628817;380,8888217;366,557054;377,4787709;417,2861245;406,7031444;255,2103937;239,3991838;242,0258664;250,8056294;247,6881617;0;21,09090909;54,63636364;141;106,6363636;340,6559199;326,7371937;324,0500904;323,3522811;327,1542164;0;80;270,5454545;614,5454545;446,5454545;101740,799;101902,3899;101877,6193;101778,576;101767,2138;20,33520699;19,84545465;19,30000028;17,26363624;15,20909101;0,005079428;0,004976398;0,005374154;0,005517314;0,005408459;279,6868758;279,3021434;279,2943032;283,5230463;282,7890625;280,0414484;282,1246782;287,7673839;288,3416165;283,7901528;363,4342762;350,4661449;363,2969527;394,4679427;386,9758717;223,7558469;225,2173656;225,8440482;226,2601748;220,8699785;0;17;55;122,3636364;90,18181818;317,2922835;294,3735574;306,3228177;324,1704629;325,1542164;0;126,3636364;253,8181818;514,5454545;364;101973,5327;102087,1697;102054,9006;101914,2777;101913,1051;17,66247992;17,45454563;16,29090925;13,92727271;13,06363635;0,004641246;0,004657307;0,00504779;0,005284587;0,005323004;277,0414262;276,902144;276,894301;281,2830394;281,1526989;277,1414517;281,0155806;284,4310192;285,3416193;281,9537881;343,8888217;341,557054;351,7514981;377,3770336;371,8849626;209,4831196;209,7628202;200,3895028;198,3510839;192,9608876;0;27,54545455;53,81818182;109,1818182;76,36363636;2610900
470;315,5023332;277,1184609;276,8181818;302,3076255;310,9233454;0;188,1818182;476,5454545;736,3636364;474,1818182;102103,7536;102037,0746;101804,1016;101640,8097;101624,2841;15,80026453;14,96257114;14,37272713;14,87272739;14,43636365;0,004476547;0,004118182;0,004018771;0,004084068;0,004371882;277,9445135;277,66874;277,6726823;285,1410356;283,6663707;278,062192;284,4341708;292,847831;289,624262;283,8044212;345,3129217;348,9867387;373,4663003;411,5015481;395,6307817;145,8515431;195,6762279;218,3091223;206,5192524;174,5624584;0;43,90909091;96,18181818;131;85;280,5023332;264,20937;266,1818182;292,5803528;303,1051636;0;194,5454545;485,5454545;831,8181818;560,1818182;102230,4041;102164,8097;101910,4659;101664,0284;101593,9766;12,84571916;11,96257088;11,69999998;12,43636357;12,79090899;0,004242911;0,003946364;0,003778771;0,003757704;0,003816428;277,0599643;276,8869185;276,9035894;285,8892212;285,1827309;276,7258273;284,6250832;292,9114713;291,733354;284,9771479;337,4947399;346,9867387;372,6481185;418,3197299;403,7216908;153,8515431;192,5853188;216,036395;206,6101615;173,198822;0;47,54545455;101,9090909;154,2727273;104,3636364;263,2296059;251,9366427;258,7272727;284,1258073;296,8324363;0;203,6363636;486,2727273;860;588,1818182;102293,3935;102245,8097;101968,5007;101715,0817;101600,358;10,80935539;10,34438922;10,19090913;10,85454542;11,19090913;0,00417382;0,003922727;0,00358968;0,003531341;0,003540973;275,6245062;275,3869185;275,385412;285,0028548;284,52364;274,8167364;284,2159812;292,347831;291,5242587;284,4135104;328,9492853;341,8958296;368,7390275;416,410639;401,5398726;185,9424522;208,5853188;217,3091223;210,3374342;177,2897311;0;53,81818182;107,9090909;168,9090909;115,7272727;253,5932423;244,7548246;252,2727273;279,4894437;289,2869818;0;207,2727273;484,2727273;874,5454545;621,5454545;102328,348;102304,7905;102024,0831;101739,3928;101609,3757;9,809355389;9,117116495;8,93636374;9,490909056;9,50909103;0,003845638;0,003591818;0,003213316;0,003163159;0,003261882;274,3317843;274,0232821;274,0063171;283,7164862;283,6472751;273,4258312;283,0978061;291,2751076;291,3242576;284,013511;322,0401944;335,6231024;362,8299366;411,8651844;399,5398726;199,8515431;219,2216825;219,2182132;215,9737979;184,2897311;0;53,72727273;104,2727273;166,3636364;119,6363636;20630400
471;254,187783;245,9076039;254,8141091;292,9987349;295,4344621;0;220,9090909;514,9090909;880,9090909;654,6363636;101790,8999;101838,7237;101799,9723;101724,0128;101736,3651;8,92727271;8,233289935;8,281818347;9,663636468;8,345454606;0,003020909;0,003369091;0,003300909;0,003336261;0,00319037;276,8702032;276,7248313;276,7341974;287,7823986;287,5868641;275,6546631;286,4879067;295,6273138;294,1476191;287,9092047;333,8030479;347,8568198;379,7248674;434,2573936;421,2094144;231,66137;239,5425471;249,5597174;218,4314534;216,637042;0;57,27272727;106,6363636;156,6363636;123,3636364;261,2786921;251,7257857;259,2686546;309,089644;304,8890076;0;214,5454545;501,9090909;750;607,4545455;101799,1009;101860,7969;101834,6456;101741,4126;101770,5973;8,190909039;7,287835468;7,627272693;9,381818164;9,954545455;0,003;0,003501818;0,003241818;0,00312717;0,00366037;277,3792947;277,361195;277,3614668;287,7278553;287,2177707;275,9273904;286,4606351;294,9091214;293,2567083;287,3273898;334,1666842;349,5840926;379,2703219;424,8937572;416,9366871;220,5704609;224,451638;232,8324446;172,1587261;205,727951;0;56,18181818;107,9090909;138,3636364;119,3636364;268,6423284;248,6348766;263,4504727;306,6350985;303,1617348;0;213,6363636;453,5454545;743,6363636;584,0909091;101815,4084;101905,4709;101885,6101;101812,0668;101923,0234;6,381818208;6,096926342;8,309090918;9,890909022;9,436363567;0,002952727;0,003327273;0,003207273;0,003672624;0,004071279;276,688385;276,9430126;276,9523815;286,2278581;284,1786832;275,5183022;285,6879106;292,3454895;292,4476207;284,7092008;330,4394115;346,5840926;373,5430492;416,8028481;405,0275962;187,3886427;214,7243652;202,2869901;187,6132715;214,727951;0;58,36363636;101,3636364;144,8181818;120,7272727;257,187783;245,998513;268,4504727;309,8169167;294,8890076;0;198,1818182;386,6363636;657,2727273;549,3636364;101849,7905;101966,9964;102059,3906;102046,8317;102058,1108;5,845454606;7,424199061;9,627272866;9,172727238;7,281818173;0,002888182;0,003298182;0,003520909;0,004018988;0,003608551;274,8883889;274,5884649;274,5978283;282,3733132;281,3795887;273,3910301;284,3060858;288,4000355;287,2021623;282,1455716;324,6212297;340,6750017;362,4521401;391,711939;383,5730508;183,3886427;206,6334561;185,3778992;209,1587261;228,1824965;0;50,09090909;80,81818182;125,3636364;113,4545455;17452500
